Gene	UniProt annotation	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	INT_ma1	INT_ma2	INT_ma3	LIV_ma1	LIV_ma2	LIV_ma3
Smp_004060	Putative cell division cycle 20 (Cdc20) (Fizzy)	31.30553372	0.671447349	0.539280177	1.245080715	0.213102082	0.436266751	32.2729037	28.15651682	8.348533934	41.6395941	55.86395558	21.55169822
Smp_004070	Carbonic anhydrase	5.169278957	1.993089772	1.090142426	1.828283831	0.067506965	0.214660086	1.955933558	4.692752803	0	6.75236661	7.498517527	10.11610325
Smp_004080	Putative mitochondrial 2-oxoglutarate/malate carrier protein	53.99727775	0.238815558	0.395114174	0.604421643	0.54556335	0.741691464	48.40935555	42.23477522	58.43973754	43.32768575	68.2365095	63.33560293
Smp_004160	Cilia-and flagella-associated protein	44.22168894	0.325201214	0.524311337	0.620244482	0.53509684	0.734079191	36.18477081	28.15651682	54.26547057	17.44361374	50.98991918	78.28984251
Smp_004170	protein disulfide-isomerase	25.65135386	0.44955673	0.508452866	0.884165986	0.376606617	0.601457949	26.89408642	14.07825841	20.87133484	35.4499247	33.74332887	22.87118995
Smp_004190	Putative cationic amino acid transporter	72.49029462	-0.816109475	0.363191854	-2.247047852	0.024636969	0.106868641	75.30344196	75.08404484	129.402276	58.52051062	46.49080867	50.14068566
Smp_004200	DUF862 domain-containing protein	38.20064672	0.694120958	0.439745633	1.57846015	0.114459936	0.296422776	26.89408642	32.84926962	29.21986877	57.39511619	39.74214289	43.10339644
Smp_004220	Putative amidase	101.6840764	-0.097140753	0.429511368	-0.226165733	0.821072521	0.91603304	56.72207317	93.85505605	171.1449457	114.2275352	116.9768734	57.17797487
Smp_004260	E2F-associated phosphoprotein	44.87263174	0.109252727	0.422092768	0.258835818	0.79576192	0.901240736	44.98647182	42.23477522	41.74266967	34.32453027	43.49140166	62.45594178
Smp_004310		531.0307881	-2.445881135	0.291323408	-8.395759037	4.63E-17	8.59E-15	700.713197	1004.2491	989.3012712	184.5646874	185.9632347	121.393239
Smp_004350	 UBIQUITIN_CONJUGAT_2 domain-containing protein	101.3736377	-0.741917915	0.326003613	-2.275796601	0.022858186	0.101156357	127.1356812	98.54780885	154.4478778	82.71649098	79.85921166	65.53475581
Smp_004360	Coiled-coil domain-containing protein 124	187.9957833	-0.566334068	0.291699956	-1.941495215	0.052198239	0.182341579	214.1747245	239.3303929	221.2361493	131.6711489	139.472426	182.0898584
Smp_004420	G protein-coupled receptor	0.218758162	-0.110155865	3.968917112	-0.02775464	0.977857844	NA	0	0	0	0.562697218	0.749851753	0
Smp_004440	NXPE family member 3-like	2.139076869	0.914489751	1.509847081	0.605683689	0.544724817	0.741433412	2.933900336	0	0	1.688091653	3.374332887	4.838136335
Smp_004470	Peroxiredoxin, Prx3	108.1794433	-0.2615685	0.3686808	-0.709471444	0.478031966	0.691543195	172.1221531	93.85505605	79.31107237	122.1052962	96.35595022	85.32713173
Smp_004480	Red protein (Ik factor) (Cytokine ik), putative	130.3701335	0.43928364	0.309535288	1.419171436	0.155849041	0.359953127	121.756864	93.85505605	112.7052081	145.1758821	142.471833	166.2559577
Smp_004550	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	330.9294628	-1.702422366	0.315762185	-5.391470051	6.99E-08	2.00E-06	350.1121068	722.6839316	450.8208324	137.2981211	169.841422	154.8203627
Smp_004590	ARID domain-containing protein	68.1686428	-0.122887656	0.368822204	-0.333189419	0.738991304	0.865684136	60.63394028	89.16230325	66.78827147	55.14432732	58.11351083	79.16950367
Smp_004600	T-complex protein 1 subunit delta	229.9250817	-0.332643415	0.297404545	-1.118488	0.263358629	0.492521578	331.530738	220.5593817	208.7133484	205.3844844	196.0862333	217.2763045
Smp_004630	Putative sugar transporter	13.43057359	1.082465593	0.732759887	1.47724461	0.13961008	0.336553681	15.64746846	4.692752803	0	16.88091653	21.37077495	21.9915288
Smp_004640	Putative dna-directed RNA polymerase I	34.29188372	1.566599744	0.493498118	3.174479673	0.001501054	0.012812468	16.62543524	28.15651682	8.348533934	57.39511619	39.36721702	55.85848314
Smp_004680	Interferon-related developmental regulator-related	327.7668574	-0.938127691	0.257688535	-3.640548813	0.000272058	0.00315284	435.1952165	422.3477522	434.1237646	243.085198	216.3322307	215.5169822
Smp_004690	ZZ-type domain-containing protein	21.48868309	-1.05259625	0.526329932	-1.999879136	0.045513317	0.166336858	23.47120269	18.77101121	45.91693664	11.81664157	13.12240567	15.83390073
Smp_004710		46.12119229	-0.855912308	0.449667423	-1.903434102	0.056983925	0.192323971	69.43564129	65.69853924	41.74266967	33.76183305	47.6155863	18.47288419
Smp_004730	Voltage-dependent calcium channel	27.31619496	0.991324701	0.548473994	1.807423345	0.070696297	0.221340568	11.73560135	18.77101121	29.21986877	21.94519148	38.24243939	43.98305759
Smp_004780	peptidylprolyl isomerase	530.1807155	-2.091010356	0.268697024	-7.782037642	7.14E-15	8.35E-13	687.5106455	1027.712864	864.0732622	217.7638232	195.3363816	188.6873171
Smp_004810	Serine/threonine-protein phosphatase	128.5380255	-0.857471333	0.344679918	-2.487732209	0.01285605	0.06803192	119.311947	131.3970785	250.456018	88.90616037	89.23235857	91.92459037
Smp_004820		147.9933284	0.014177311	0.370311107	0.038284865	0.969460558	0.987379278	199.9942063	75.08404484	158.6221447	192.4424484	149.2204988	112.5966274
Smp_004910	Ras-related protein Rab-14	55.41517718	0.754478292	0.422218012	1.786940088	0.073947172	0.227433489	55.255123	28.15651682	33.39413574	64.1474828	59.61321434	91.92459037
Smp_004940		415.625365	-1.347315137	0.263064753	-5.121610249	3.03E-07	7.68E-06	670.3962268	628.8288755	488.3892351	238.020923	225.3304517	242.7864779
Smp_004980	Putative 50s ribosomal protein L20	0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_004990	Putative chaperonin containing t-complex protein 1, zeta subunit, tcpz	308.8630734	-1.279782151	0.275526776	-4.644855822	3.40E-06	6.70E-05	445.9528511	356.649213	509.26057	178.9377152	200.9602697	161.4178214
Smp_005000	DUF1681 domain-containing protein	72.65017441	0.515194153	0.375864638	1.370690669	0.170471405	0.379957273	60.63394028	46.92752803	70.96253844	110.2886546	80.23413754	66.85424754
Smp_005010	Chitobiosyldiphosphodolichol alpha-mannosyltransferase	31.88251421	0.298924241	0.471350237	0.634187103	0.525958723	0.726895381	36.6737542	32.84926962	12.5228009	40.51419966	34.8681065	33.86695435
Smp_005020	E3 ubiquitin-protein ligase CBL	62.14824908	-1.361498007	0.456452448	-2.982781697	0.002856417	0.021622927	39.11867115	154.8608425	79.31107237	34.88722749	35.24303238	29.46864859
Smp_005070	Putative chaperone protein DNAj	24.98725919	0.043085261	0.508511505	0.084728194	0.932477481	0.970240642	31.29493692	18.77101121	20.87133484	24.19598035	34.11825475	20.67203707
Smp_005080	Putative nucleolar protein nol1/nop2	4.335807564	3.724367754	1.365844631	2.726787272	0.006395426	0.040624767	0.488983389	0	0	2.813486088	5.998814022	16.71356189
Smp_005140	Ig-like domain-containing protein	0.573411866	1.340133041	2.541739129	0.527250427	0.598019695	NA	0	0	0	2.25078887	0.749851753	0.439830576
Smp_005160	Muscleblind-like protein	92.9709551	0.110127226	0.373988153	0.29446715	0.768400962	0.883981835	70.90259146	131.3970785	70.96253844	102.4108936	68.2365095	113.9161192
Smp_005180	Tr-type G domain-containing protein	152.845474	-0.084671157	0.307033995	-0.275771278	0.782723746	0.894180932	150.6068839	159.5535953	162.7964117	180.6258068	142.0969071	121.393239
Smp_005190	non-specific serine/threonine protein kinase	76.00132909	-0.146056316	0.360440089	-0.405216624	0.685318286	0.83545529	66.50174096	84.46955045	91.83387328	88.34346315	66.36188011	58.4974666
Smp_005210	Histone deacetylase	79.49063672	-0.404152187	0.351802952	-1.148802718	0.250637338	0.477559988	116.3780467	70.39129204	79.31107237	68.64906054	75.36010115	66.85424754
Smp_005230	EF hand containing protein	136.4515403	-0.507742546	0.38910233	-1.304907494	0.191924349	0.408094589	179.4569039	56.31303363	242.1074841	117.0410212	117.3517993	106.4389994
Smp_005260	RNA and export factor binding protein, putative	77.19733022	0.833001824	0.412215658	2.020791318	0.043301372	0.160798703	76.28140874	18.77101121	62.61400451	118.7291129	82.10876692	104.6796771
Smp_005280	Ubiquitin-specific peptidase 10 (C19 family)	36.00464733	1.186544738	0.489584706	2.423573947	0.015368624	0.076852118	24.44916947	14.07825841	25.0456018	71.46254663	45.36603104	35.62627665
Smp_005290	Cytochrome C1, putative	538.8664159	-2.622145796	0.327928242	-7.996096276	1.28E-15	1.77E-13	629.3216221	830.617246	1323.242629	186.8154762	148.8455729	114.3559497
Smp_005320	Deltameth_res domain-containing protein	87.79863684	-0.557720359	0.417960741	-1.334384558	0.182077858	0.395807327	115.4000799	164.2463481	33.39413574	74.83872993	58.86336259	80.04916482
Smp_005330	Methionine--tRNA ligase, mitochondrial	45.62489752	1.097839511	0.436318138	2.516144562	0.011864651	0.064177316	34.71782065	18.77101121	29.21986877	78.77761045	60.36306609	51.90000796
Smp_005390	2-hydroxyacyl-CoA lyase 2	33.79101837	0.910419572	0.528440091	1.722843493	0.084916831	0.247191439	36.6737542	9.385505605	16.69706787	60.77129949	47.99051217	31.22797089
Smp_005470		2.173930592	2.172967704	1.611862344	1.348109975	0.177623014	0.389493751	0.977966779	0	0	5.626972175	5.998814022	0.439830576
Smp_005500	Polypeptide N-acetylgalactosaminyltransferase	84.46896887	0.02965385	0.337431087	0.087881204	0.929971096	0.969112945	87.5280267	65.69853924	96.00814024	82.71649098	79.85921166	95.0034044
Smp_005520	Zinc finger protein, putative	16.1876757	1.289162004	0.689157729	1.870634181	0.061395804	0.202449666	7.82373423	9.385505605	12.5228009	12.942036	15.74688681	38.70509068
Smp_005640	Poly(A) polymerase cid (Pap) (Caffein-induced death protein), putative	9.871871905	0.789025755	0.757051466	1.042235291	0.297302605	0.528792492	10.26865118	4.692752803	4.174266967	12.37933879	10.12299866	17.59322304
Smp_005670	Rab11, putative	134.9731095	-0.979068401	0.30919827	-3.166474384	0.001542989	0.013126167	158.4306182	159.5535953	221.2361493	88.34346315	80.23413754	102.0406936
Smp_005720	Putative aquaporin-3	76.44952541	-0.73101855	0.356807833	-2.048773829	0.040484236	0.152834842	104.6424453	122.0115729	58.43973754	59.64590506	60.73799197	53.21949969
Smp_005780	Putative sjcwl01.CXW	36.1207792	0.888085003	0.465673524	1.907097906	0.05650791	0.19182437	34.22883726	23.46376401	12.5228009	49.51735514	49.49021568	47.5017022
Smp_005790	Putative gtp-binding protein (Q) alpha-11 subunit, gna11	7.291744405	3.989734685	1.256064674	3.176376796	0.001491271	0.012775273	0.977966779	0	0	2.25078887	12.37255392	28.14915686
Smp_005880	phosphoenolpyruvate carboxykinase (GTP)	410.3098969	-0.782331443	0.298647983	-2.619577187	0.008803885	0.051291937	471.3799874	511.5100555	576.0488415	223.3907954	274.4457415	405.0839604
Smp_005900	Putative bcl2-associated athanogene	123.0156277	-0.028258259	0.359402925	-0.078625569	0.93733045	0.972566508	151.0958673	154.8608425	62.61400451	147.426671	116.9768734	105.1195076
Smp_005910	TYR_PHOSPHATASE_2 domain-containing protein	63.52118076	0.522916418	0.366994839	1.424860412	0.154197555	0.35758928	47.43138877	65.69853924	45.91693664	77.65221602	72.73562001	71.69238388
Smp_005960		62.24984608	0.150609135	0.376381787	0.400149901	0.689046112	0.837812519	71.88055824	37.54202242	62.61400451	70.89984941	68.98636125	61.57628063
Smp_006000	Eukaryotic translation initiation factor 3 subunit I	84.51892635	0.130650981	0.380608662	0.343268544	0.731396443	0.862560327	102.1975284	84.46955045	50.0912036	108.600563	64.11232486	97.64238785
Smp_006060	DUF4773 domain-containing protein	60.48630603	0.282297042	0.39655083	0.711881101	0.476538406	0.689905826	72.85852502	46.92752803	37.5684027	68.08636332	79.85921166	57.61780545
Smp_006190	Nudix hydrolase domain-containing protein	85.34878891	0.034497283	0.354057365	0.097434163	0.922381616	0.966204308	88.01701009	89.16230325	75.13680541	65.83557445	83.9833963	109.957644
Smp_006250	Putative sex comb on midleg homolog	70.01333559	0.505187514	0.379462311	1.331324613	0.183082223	0.397081073	50.8542725	84.46955045	41.74266967	94.53313255	67.11173187	81.36865655
Smp_006320	Gap associated protein-related	141.9657546	-0.881086069	0.314458558	-2.801914737	0.00508003	0.033923795	179.9458873	154.8608425	217.0618823	111.4140491	77.23473053	111.2771357
Smp_006340	ER membrane protein complex subunit 4	30.62369864	0.320634568	0.543166719	0.59030599	0.554985524	0.748481188	44.98647182	4.692752803	25.0456018	38.82610801	44.24125341	25.95000398
Smp_006350	Proteasome-associated protein ECM29 homolog	119.0354588	-0.635511382	0.318457999	-1.995589317	0.045978643	0.167607167	146.6950168	103.2405617	183.6677466	98.47201307	93.73146909	88.40594576
Smp_006390	Cysteine protease inhibitor	306.7315868	-1.487001621	0.279832221	-5.313904217	1.07E-07	2.96E-06	374.5612763	412.9622466	571.8745745	157.5552209	164.2175338	159.2186685
Smp_006440	Heterogeneous nuclear ribonucleoprotein l (Hnrnp l), putative	76.5960828	0.565627653	0.365924727	1.545748652	0.122165282	0.30879363	64.5458074	61.00578643	58.43973754	114.7902324	89.98221032	70.81272272
Smp_006550	Putative glutaredoxin, grx	342.6269289	-0.758250731	0.294639487	-2.57348646	0.010067959	0.056969398	394.6095952	549.0520779	350.6384252	306.6699836	248.9507819	205.8407095
Smp_006560	Rhodanese domain-containing protein	101.3892871	-0.269487671	0.343532382	-0.784460751	0.432769803	0.652823541	120.2899138	84.46955045	125.228009	117.6037185	87.73265507	73.0118756
Smp_006590	HIT-type domain-containing protein	21.41201138	0.576167458	0.540909951	1.065181842	0.286793649	0.517756194	16.13645185	28.15651682	8.348533934	28.13486088	21.74570083	25.95000398
Smp_006630	Non-specific serine/threonine protein kinase	72.12976567	1.556936737	0.419481025	3.711578459	0.000205971	0.002488255	45.9644386	28.15651682	29.21986877	84.40458263	93.73146909	151.3017181
Smp_006680	 Programmed cell death protein 10	29.63058444	-1.053802005	0.487578561	-2.161296845	0.030672417	0.125526166	34.71782065	65.69853924	20.87133484	20.25709983	14.2471833	21.9915288
Smp_006690	DNAj-related	23.79695139	2.13825939	0.671238853	3.185541747	0.001444833	0.012502852	8.801701009	9.385505605	8.348533934	17.44361374	28.86929248	69.93306157
Smp_006700	C2H2-type domain-containing protein	13.98788044	2.676191347	0.842199825	3.177620402	0.00148489	0.012733381	6.356784062	0	0	18.56900818	22.49555258	36.5059378
Smp_006710	Endonuclease III homolog	68.06231421	0.019019753	0.357536459	0.053196682	0.957575199	0.981382777	62.58987384	75.08404484	66.78827147	79.90300489	61.11291784	62.89577236
Smp_006720		28.02230568	0.071506317	0.545467259	0.131091859	0.895702641	0.951990575	27.38306981	46.92752803	8.348533934	23.07058592	43.49140166	18.91271476
Smp_006730	Fasting-inducible integral membrane protein tm6p1-related	4.28872866	-0.65555003	1.053677892	-0.622154109	0.533840539	0.73351545	6.356784062	4.692752803	4.174266967	6.189669393	2.999407011	1.319491728
Smp_006750	Fasting-inducible integral membrane protein tm6p1-related	5.971866988	0.979817334	0.943197933	1.038824726	0.29888626	0.530835422	5.867800673	0	4.174266967	10.12854992	8.623295156	7.037289215
Smp_006760	Fasting-inducible integral membrane protein tm6p1-related	8.75113064	-0.251135296	0.750406113	-0.334665846	0.737877168	0.865684136	7.82373423	4.692752803	16.69706787	7.877761045	7.498517527	7.916950367
Smp_006780	N-acetyltransferase domain-containing protein	98.04298495	0.556902479	0.378028955	1.473174135	0.140704087	0.338522144	112.4661796	65.69853924	50.0912036	139.5489099	95.98102434	124.472053
Smp_006810	Putative lim-only	106.1074331	0.615628823	0.333633491	1.845224896	0.06500483	0.209353792	102.6865118	75.08404484	66.78827147	123.7933879	137.2228707	131.0695116
Smp_006830	SWIB domain-containing protein	121.3320332	-0.394344956	0.308964581	-1.276343568	0.201834095	0.421689092	139.8492494	126.7043257	146.0993438	122.1052962	98.2305796	95.0034044
Smp_006840	Transmembrane protein 42	68.96846666	-0.047665925	0.412290941	-0.11561235	0.907959775	0.959163951	78.2373423	37.54202242	91.83387328	94.53313255	66.36188011	45.30254932
Smp_006850	 DNA-directed RNA polymerases I, II, and III subunit RPABC3	58.04924499	-0.13734622	0.407587313	-0.336973736	0.736136699	0.865191075	61.12292367	32.84926962	87.65960631	66.96096889	59.23828846	40.46441298
Smp_006860	PDZ domain-containing protein	148.3910717	-1.275391219	0.311205345	-4.098230446	4.16E-05	0.000627124	217.1086249	258.1014041	154.4478778	100.1601047	81.35891517	79.16950367
Smp_006920	Tyrosine-protein kinase	15.52679853	-0.223970195	0.666162168	-0.336209719	0.736712724	0.865572848	9.779667788	9.385505605	33.39413574	15.19282487	18.37136794	7.037289215
Smp_006930	Hexosyltransferase	49.8889662	0.172434243	0.421491479	0.409104931	0.682462658	0.834130263	49.38732233	65.69853924	25.0456018	68.64906054	43.49140166	47.06187162
Smp_007000	DNA replication complex GINS protein PSF1	13.41690864	0.336082527	0.663114489	0.506824284	0.612278116	0.788877264	15.15848507	18.77101121	0	15.75552209	17.62151619	13.19491728
Smp_007070	Putative g-protein coupled receptor	14.19053891	-0.863555463	0.63956376	-1.350225758	0.176943578	0.388840684	15.64746846	23.46376401	16.69706787	6.75236661	6.748665774	15.83390073
Smp_007170	Calcium-binding protein 39-like	185.7427551	-0.293580354	0.299443134	-0.980421056	0.32687832	0.555595569	206.8399737	201.7883705	204.5390814	200.8829067	170.2163479	130.1898505
Smp_007180	Sr-related ctd associated factor	46.59069522	1.026401993	0.453088312	2.265346436	0.023491429	0.103369547	33.73985387	14.07825841	41.74266967	70.89984941	76.85980465	42.22373529
Smp_007190	Putative rna lariat debranching enzyme	46.54688558	-0.403626591	0.394350294	-1.023522989	0.306060636	0.537983925	53.29918944	46.92752803	58.43973754	44.45308019	32.61855124	43.54322702
Smp_007210	Putative rab6 gtpase activating protein, gapcena (Rabgap1 protein)	111.409339	-0.34630025	0.332127356	-1.042673073	0.297099733	0.528541725	120.2899138	112.6260673	141.9250769	80.46570211	87.35772919	125.7915447
Smp_007260	Calcium-transporting ATPase	299.1328416	-1.094941521	0.32819338	-3.336269374	0.000849108	0.008139263	235.6899937	455.1970218	538.4804388	182.8765957	188.5877158	193.965284
